PackID,CycleNumber,Capacity(Ah),SOH(%),RUL(cycles),Voltage(V),Current(A),DoD(%),Temperature(C),Cell1_V,Cell2_V,Cell3_V,Cell4_V,Cell5_V,Cell6_V,Cell7_V,Cell8_V
1,78,39.91302483,99.78256209,2922,25.56411912,-21.48954909,2.6,26.86018349,3.19754203,3.210952757,3.199210233,3.206611379,3.198197188,3.213333306,3.194573323,3.195086852
1,79,39.91151613,99.77879032,2921,25.61101129,0.194182973,2.633333333,26.46889614,3.212196137,3.196440429,3.212808594,3.207134725,3.198762802,3.185493652,3.199845454,3.20081304
1,80,39.91000072,99.7750018,2920,25.36149173,18.51890878,2.666666667,27.02618764,3.209337742,3.212707577,3.194520103,3.206409454,3.206123217,3.208587302,3.203989519,3.184460018
1,81,39.90847867,99.77119667,2919,25.57363937,36.64944071,2.7,29.36019851,3.198756621,3.190754339,3.198379154,3.207840034,3.202441207,3.209184727,3.202734031,3.189613392
1,82,39.90695003,99.76737507,2918,25.64285351,-22.36431966,2.733333333,27.60060111,3.179833224,3.20119047,3.198288588,3.192184434,3.186394982,3.194122054,3.198444068,3.205327023
1,83,39.90541485,99.76353711,2917,25.77734729,30.89454177,2.766666667,25.57040848,3.201509049,3.212864538,3.191715168,3.207048471,3.20037839,3.205557353,3.196507881,3.208573443
1,84,39.90387318,99.75968294,2916,25.53780757,34.74432913,2.8,31.18270473,3.202361798,3.19456444,3.199903808,3.198083553,3.203913427,3.190561786,3.199765186,3.203162458
1,85,39.90232507,99.75581268,2915,25.50298077,33.31364356,2.833333333,28.57593734,3.200264186,3.21077553,3.206192182,3.199940154,3.201733513,3.202365324,3.203226397,3.185394736
1,86,39.90077058,99.75192645,2914,25.53978915,10.83314855,2.866666667,25.46750188,3.19758779,3.188124487,3.210226248,3.199513204,3.198453272,3.207174379,3.203378598,3.190970924
1,87,39.89920975,99.74802436,2913,25.70984825,10.38565235,2.9,27.20467193,3.199432757,3.197318664,3.186043737,3.19447779,3.198531677,3.199080393,3.188142149,3.209213325
1,88,39.89764262,99.74410655,2912,25.63945013,-7.743149345,2.933333333,28.19959549,3.199183176,3.200300425,3.203205133,3.19369539,3.203650848,3.197063403,3.192827316,3.20458758
1,89,39.89606925,99.74017313,2911,25.53642878,20.19183058,2.966666667,31.06826577,3.211933391,3.205798635,3.207383821,3.195834955,3.187219042,3.2119211,3.216436119,3.212342454
1,90,39.89448968,99.7362242,2910,25.66159209,2.503521468,3,26.00539758,3.197313712,3.190762925,3.191474538,3.186530139,3.199140971,3.212845424,3.198866699,3.202418583
1,91,39.89290396,99.73225989,2909,25.61164931,14.1950457,3.033333333,29.75687329,3.211004776,3.196767238,3.216284252,3.215936755,3.198951109,3.195379726,3.205577904,3.1972198
1,92,39.89131212,99.7282803,2908,25.7162374,-5.723367692,3.066666667,30.51907557,3.190747558,3.210249909,3.209731579,3.201244093,3.189897082,3.19016379,3.200857834,3.196001032
1,93,39.88971422,99.72428554,2907,25.51575363,18.51971712,3.1,26.86842225,3.197271257,3.208175705,3.205865435,3.211025141,3.192075014,3.197254467,3.206071854,3.203584627
1,94,39.88811029,99.72027572,2906,25.56068054,25.95772141,3.133333333,27.50047549,3.212259043,3.203364294,3.214784873,3.204320142,3.20849734,3.19741188,3.200114298,3.207287555
1,95,39.88650038,99.71625094,2905,25.55294702,-28.28509947,3.166666667,26.13464335,3.212903825,3.205833896,3.199334626,3.21101868,3.182464171,3.188622124,3.205453074,3.200112867
1,96,39.88488452,99.71221131,2904,25.42437821,26.63437725,3.2,27.63376995,3.204844109,3.20051526,3.204567566,3.193484777,3.204563889,3.207955316,3.209764405,3.216108434
1,97,39.88326277,99.70815692,2903,25.63553443,3.223722543,3.233333333,27.93413805,3.201952788,3.202191289,3.18781462,3.195748709,3.198455343,3.208402556,3.195111991,3.20637072
1,98,39.88163515,99.70408787,2902,25.63132663,27.57327273,3.266666667,29.18737,3.199987026,3.198582655,3.201991152,3.196870749,3.196567702,3.186361713,3.198016366,3.196160255
1,99,39.88000171,99.70000427,2901,25.60061361,-5.495863493,3.3,29.96233025,3.195872152,3.203334985,3.205269056,3.201857556,3.207963322,3.204604495,3.19763955,3.19629715
1,100,39.87836248,99.6959062,2900,25.57184954,-9.676761169,3.333333333,26.65342708,3.202502578,3.204590137,3.211182754,3.209529384,3.195668216,3.19918395,3.205368142,3.208543982
1,101,39.87671751,99.69179377,2899,25.43015551,33.2048586,3.366666667,24.45881488,3.207511756,3.199488977,3.189967819,3.192008509,3.202181068,3.202737805,3.191210565,3.200356557
1,102,39.87506682,99.68766706,2898,25.54952256,-19.9064586,3.4,27.9617594,3.205049795,3.190790187,3.208839978,3.196979751,3.210060905,3.19573238,3.191786996,3.196334904
1,103,39.87341046,99.68352616,2897,25.55887426,27.53698602,3.433333333,28.52836755,3.199238815,3.196892161,3.198271989,3.202671721,3.198630565,3.199471101,3.186326189,3.203133584
1,104,39.87174847,99.67937117,2896,25.50372673,-1.278354199,3.466666667,28.44895184,3.199286374,3.212882344,3.192483479,3.185533637,3.204944548,3.202772216,3.191932536,3.187762008
1,105,39.87008087,99.67520217,2895,25.58064571,1.127635404,3.5,27.41198815,3.212299174,3.211312883,3.180100346,3.196334216,3.213313536,3.1961915,3.196075102,3.197737925
1,106,39.8684077,99.67101926,2894,25.6484861,-15.32253748,3.533333333,28.22455378,3.191032824,3.186361794,3.208420378,3.185256505,3.201978172,3.207092636,3.18839019,3.192605853
1,107,39.866729,99.6668225,2893,25.82634231,5.84337605,3.566666667,30.72780066,3.209705434,3.204263134,3.195061714,3.209617992,3.209652286,3.202152422,3.192798718,3.19669241
1,108,39.8650448,99.662612,2892,25.62094934,-13.9831043,3.6,28.6871215,3.202291094,3.198491241,3.207511657,3.187761807,3.188045892,3.201446969,3.196067645,3.194983611
1,109,39.86335513,99.65838783,2891,25.63090605,-36.85844686,3.633333333,27.32793683,3.185855546,3.200156367,3.199577959,3.205227832,3.200551249,3.198939167,3.209416005,3.189500262
1,110,39.86166003,99.65415008,2890,25.59106649,-18.24011157,3.666666667,27.09964393,3.204291114,3.186630823,3.193293105,3.190298743,3.20625554,3.199476718,3.199891974,3.191146136
1,111,39.85995953,99.64989881,2889,25.36974745,-39.48967653,3.7,27.69426576,3.197602452,3.193892278,3.20306764,3.192071271,3.210638355,3.186595356,3.193547841,3.213417604
1,112,39.85825365,99.64563413,2888,25.59681833,38.26838296,3.733333333,30.94613193,3.19651889,3.189480971,3.201752573,3.196196862,3.193313038,3.191233034,3.222146989,3.197987585
1,113,39.85654244,99.64135609,2887,25.60722763,37.25977679,3.766666667,27.67005872,3.184595461,3.211949678,3.204888567,3.193868269,3.192535047,3.205387782,3.198024653,3.184592177
1,114,39.85482591,99.63706478,2886,25.89558905,-8.387576202,3.8,27.96437018,3.21429792,3.196528076,3.211964574,3.21022748,3.191991924,3.208265519,3.19478846,3.185066395
1,115,39.85310411,99.63276028,2885,25.57691668,18.26966835,3.833333333,27.13183557,3.196603215,3.2031811,3.196298107,3.197543613,3.209148528,3.200851952,3.193253614,3.205616243
1,116,39.85137706,99.62844266,2884,25.63618568,-12.33551213,3.866666667,29.97817004,3.201581405,3.179827162,3.203426823,3.20313463,3.200160969,3.207133605,3.194620851,3.202691998
1,117,39.8496448,99.62411199,2883,25.59583459,13.68745257,3.9,31.52770706,3.187464325,3.203256723,3.215624478,3.192041149,3.193921583,3.194319876,3.201039986,3.19149571
1,118,39.84790734,99.61976834,2882,25.45975864,24.43440344,3.933333333,28.81110349,3.203369979,3.20677472,3.204274778,3.185852677,3.207961341,3.207498939,3.206641291,3.202982738
1,119,39.84616472,99.6154118,2881,25.73713874,35.74049958,3.966666667,28.14899123,3.201761515,3.208259115,3.215388108,3.192375676,3.208625003,3.199310263,3.198962616,3.187707754
1,120,39.84441697,99.61104242,2880,25.69023196,-7.983017932,4,28.0662091,3.197721685,3.19202188,3.196289165,3.191214509,3.196408733,3.196751117,3.200774039,3.187082001
1,121,39.84266411,99.60666027,2879,25.69492383,22.66383864,4.033333333,23.70824778,3.188435855,3.202895314,3.193620495,3.208596238,3.201802158,3.204854097,3.211285539,3.197522314
1,122,39.84090617,99.60226544,2878,25.49087351,-18.72572395,4.066666667,29.34127156,3.195404106,3.206973621,3.204076109,3.198501358,3.211131664,3.198302046,3.200262189,3.200169781
1,123,39.83914319,99.59785797,2877,25.76833532,39.2265843,4.1,28.24149955,3.192523249,3.200620683,3.211174081,3.203559747,3.200248507,3.198705862,3.202646936,3.205998133
1,124,39.83737518,99.59343795,2876,25.43177787,-37.9384321,4.133333333,28.77101569,3.204873911,3.197345081,3.202598253,3.203839518,3.19194244,3.201345844,3.182709569,3.20386027
1,125,39.83560217,99.58900544,2875,25.67042285,8.28230452,4.166666667,26.71936805,3.205282744,3.205980369,3.196839625,3.202472375,3.211391631,3.211310157,3.199766618,3.201114557
1,126,39.8338242,99.58456049,2874,25.86285468,12.76047853,4.2,27.30797762,3.208887289,3.187993584,3.197415394,3.210684564,3.207801604,3.20295411,3.187953341,3.199600718
1,127,39.83204127,99.58010318,2873,25.48113564,15.04364457,4.233333333,27.26015511,3.195280677,3.202648311,3.193525227,3.191794213,3.183481078,3.209774437,3.196801836,3.201257166
1,128,39.83025343,99.57563357,2872,25.53204427,-30.3689937,4.266666667,29.83892137,3.199982095,3.191460529,3.189927481,3.191957479,3.194214652,3.20293285,3.193634259,3.213971925
1,129,39.82846069,99.57115172,2871,25.61195816,35.08238268,4.3,27.31823229,3.208217208,3.206466876,3.199042729,3.212114246,3.198255955,3.199749909,3.201359796,3.205614584
1,130,39.82666308,99.5666577,2870,25.53958292,-25.50533768,4.333333333,31.74878858,3.205095265,3.196198998,3.19573605,3.205119224,3.205721893,3.196853191,3.187302495,3.198341471
1,131,39.82486062,99.56215156,2869,25.41392039,9.820272259,4.366666667,28.77555235,3.204988206,3.214443335,3.190416336,3.19658743,3.196884772,3.210846443,3.199720468,3.192741388
1,132,39.82305334,99.55763336,2868,25.60822756,-22.18591367,4.4,25.70377121,3.204469562,3.196762892,3.190204902,3.192857814,3.213872336,3.203073674,3.20086208,3.19800085
1,133,39.82124127,99.55310317,2867,25.47252355,-15.42268664,4.433333333,27.76861667,3.202337191,3.202241888,3.202337351,3.200918761,3.206950387,3.200184835,3.192176489,3.195100617
1,134,39.81942442,99.54856104,2866,25.65683109,3.716683338,4.466666667,26.82698478,3.18416785,3.216214537,3.206902037,3.193359436,3.197745241,3.194904988,3.212340378,3.188640983
1,135,39.81760281,99.54400703,2865,25.48966909,-6.624526515,4.5,24.05011155,3.200915808,3.199131777,3.206614709,3.199167926,3.185934329,3.197991057,3.192222702,3.200636636
1,136,39.81577648,99.5394412,2864,25.78599213,-27.18195192,4.533333333,30.87904769,3.211473416,3.186084598,3.193598218,3.195578456,3.196946951,3.205921005,3.198611645,3.203326422
1,137,39.81394544,99.5348636,2863,25.5060096,-26.32508781,4.566666667,29.26565658,3.194993816,3.201839395,3.206222381,3.194141604,3.206250865,3.200418982,3.208363682,3.198388641
1,138,39.81210972,99.53027429,2862,25.56135262,-6.548416947,4.6,28.95977317,3.203049957,3.19967515,3.199230302,3.202071443,3.20429446,3.190003481,3.211469069,3.185122696
1,139,39.81026933,99.52567333,2861,25.69762207,20.58263826,4.633333333,28.29772659,3.194521503,3.199245847,3.203298848,3.21260938,3.185133668,3.195938447,3.182985332,3.200252976
1,140,39.80842431,99.52106077,2860,25.45229628,31.83717175,4.666666667,25.51236838,3.202173469,3.212726366,3.200965078,3.208352201,3.204670697,3.196518014,3.188728314,3.202200018
1,141,39.80657467,99.51643667,2859,25.62729519,-33.26978702,4.7,27.12948915,3.188063184,3.210361657,3.198703503,3.209561419,3.196158285,3.202150806,3.201674791,3.199639647
1,142,39.80472043,99.51180107,2858,25.75685713,-8.551687395,4.733333333,29.51520539,3.196538724,3.203139648,3.192590694,3.190324517,3.209942615,3.205817344,3.200527133,3.213321139
1,143,39.80286161,99.50715403,2857,25.40710201,-31.9803549,4.766666667,26.10780395,3.197857876,3.210581626,3.201404593,3.191801994,3.214784322,3.207925687,3.199031832,3.20581737
1,144,39.80099824,99.5024956,2856,25.62215606,-38.67260155,4.8,23.44281523,3.196770373,3.206633192,3.180871371,3.191841589,3.207834078,3.198002756,3.201660338,3.189225715
1,145,39.79913034,99.49782584,2855,25.63118594,12.93749461,4.833333333,27.59120919,3.214782936,3.209524237,3.198394518,3.196762433,3.208236835,3.215859764,3.207630082,3.217374421
1,146,39.79725792,99.49314479,2854,25.69381874,8.195955357,4.866666667,27.7448364,3.192621189,3.193444905,3.190488471,3.203534085,3.201404828,3.198784391,3.206474069,3.209858629
1,147,39.795381,99.4884525,2853,25.45156591,-26.95847089,4.9,28.24401415,3.187794701,3.195224224,3.206561149,3.196258091,3.193614351,3.208148299,3.189683999,3.197587362
1,148,39.79349961,99.48374903,2852,25.44154521,-21.29497335,4.933333333,29.31133356,3.202629152,3.195409441,3.206265245,3.195448984,3.211268956,3.19899403,3.205370161,3.205968192
1,149,39.79161377,99.47903443,2851,25.66263299,-38.10337971,4.966666667,29.14769046,3.19497968,3.183572108,3.202886046,3.200578307,3.204446608,3.19818778,3.196556578,3.216067784
1,150,39.78972349,99.47430874,2850,25.63563816,26.79577646,5,28.46578565,3.188221168,3.205871604,3.195403185,3.197313771,3.197463177,3.193572526,3.204569794,3.211125149
1,151,39.7878288,99.469572,2849,25.63005914,37.97524768,5.033333333,30.1519565,3.203760109,3.200827056,3.192108476,3.204134602,3.217250797,3.196954443,3.196992131,3.195511287
